id,feature_0,feature_1
id163,-0.533010145,-9.634110186
id164,-2.558256338,11.085422417436089
id165,-10.58966983,9.223818856139605
id166,-0.041392123,8.133853669199345
id167,3.830318382883811,-6.59495369
id168,-4.279394789,5.124539501973583
id169,-0.809264934,10.452957796934397
id170,1.3696336578902166,-4.499726282
id171,-0.623979791,-6.540330715
id172,-7.754564007,5.556698506700604
id173,0.11815434479663178,-7.924535951
id174,3.9265752398470077,-8.996242813
id175,0.6579746034108349,-6.914676037
id176,-11.88511608,9.8677389473396
id177,-3.872120621,2.7573873240427833
id178,-9.591735558,7.283728302993097
id179,-9.363745026,6.030565205983532
id180,-9.910987449,6.707917610626909
id181,-9.275689172,4.648784592797445
id182,-2.608287978,7.677629273573162
id183,-3.863690073,8.20087917773797
id184,0.18680216276355632,-7.53388986
id185,-1.999640804,10.41205913473464
id186,1.7961238911596746,8.441828974472704
id187,0.21634964415913505,-9.891360398
id188,-9.559308257,7.023669731432522
id189,0.2509252181556345,9.770999500688287
id190,-11.68267275,7.384541264331609
id191,-1.910789175,-7.555027172
id192,-10.30871365,10.86911987276443
id193,-3.140147732,9.865786175947967
id194,3.097309450505358,-8.797263458
id195,3.8246468541983494,-9.260074208
id196,-5.896842512,11.595787138243264
id197,-8.338290629,3.6006568707508824
id198,1.8589191061987838,-8.792107063
id199,3.544732766043773,-10.05311521
id200,2.445900918538362,-9.643010485
id201,1.7093445539349634,-7.340518818
id202,0.9680028226490554,-5.568965497
id203,-8.828626215,11.378960212673338
id204,-0.232787317,11.652613619564358
id205,0.548729753425893,7.305706652873014
id206,1.0719861734292422,-5.601088439
id207,-6.319923956,11.008626914644909
id208,0.7671619386777824,8.458254182059408
id209,-0.518184049,8.310823361820605
id210,0.11978497862641557,6.905423722584645
id211,-12.92052235,7.911817819096452
id212,-7.656035045,6.789842575500156
id213,4.103616895960778,-3.750986137
id214,0.3662764265693368,-2.625824515
id215,-11.73077394,7.265960779382451
id216,4.946957290603337,-3.951825614
id217,2.380030721056722,-6.77617956
id218,-7.262955816,2.6317260887918614
id219,-3.249240691,9.330408685256977
id220,-5.305776194,6.529020545592839
id221,-8.867636515,6.1714420660067955
id222,-10.36813306,11.84731021179522
id223,5.560007133101593,-8.029817826
id224,4.881941603828199,-6.216738373
id225,-4.317545329,15.098906324204362
id226,5.966601658822019,-7.044985403
id227,-0.339785063,9.721866641686363
id228,0.8179296373122362,-6.994552211
id229,-6.539069471,7.78569262513029
id230,-9.46379734,4.648622524017248
id231,-4.492402358,10.364567907406139
id232,-1.875996614,-10.59531977
id233,-1.349266916,7.917818112555082
id234,-4.699994293,9.108436711118166
id235,-1.550162739,3.0899826044872025
id236,-5.926790281,9.154109183330336
id237,-6.143573408,5.938384681966744
id238,-1.447982013,11.365625090603345
id239,-4.899854071,7.395499949844908
id240,1.3700920181973535,-5.507430082
id241,-3.084338712,10.783574981322372
id242,-7.833530369,5.51861459768588
id243,1.3958940497368435,-11.13516036
id244,-2.795673374,10.597454883957262
id245,-4.710675788,6.187905366494404
id246,3.103253045405154,-9.979777922
id247,-1.604162843,10.467571463287632
id248,-11.60818193,4.051577135306381
id249,-3.2390793,2.3763460092896462
id250,1.4928920521371318,-3.403377738
id251,-0.705531939,10.602778458735564
id252,-1.24171725,-6.660681644
id253,-1.312017213,8.953843685452997
id254,-7.971737265,10.968586104409514
id255,3.0273808546018435,-7.967682773
id256,-4.018958554,9.775408927875453
id257,-2.327086693,-8.37569203
id258,-5.742060932,7.511851220689919
id259,-1.605006159,10.273626243729385
id260,-3.906761356,5.4290639551170115
id261,8.631125559240292,-7.618480292
id262,-1.274621927,-9.935156713
id263,3.222585780180788,-9.330280132
id264,1.9742834194095948,-10.12254875
id265,-2.635254752,8.622460132642006
id266,-1.528986299,8.542044408737134
id267,0.2996441968593526,-7.391964786
id268,-9.657886572,6.47728800476796
id269,-10.63584443,3.4157991700976678
id270,-7.954458099,6.68369651132432
id271,-11.13892408,2.2599777071975042
id272,-10.74190214,6.387192267030494
id273,-9.729875636,9.747459413532079
id274,-8.355026945,6.405846900544522
id275,-6.049744513,9.955501807755487
id276,2.9614433400869413,-8.313221745
id277,2.4520179325528075,-8.278983375
id278,-13.17289364,8.17590464105277
id279,-2.536283871,-7.767095401
id280,0.5048725718293428,9.872123755740505
id281,-8.539331061,5.734965148409315
id282,-6.24901615,9.372843744726232
id283,-8.656516188,7.791761790056749
id284,-9.437096179,4.654435788996258
id285,-8.528534191,5.344249539079716
id286,-11.41511008,4.714486890159611
id287,-7.688876297,6.886472005589013
id288,-8.720726571,11.313854903567481
id289,5.905206286233685,-6.253496172
id290,-6.348647815,7.9610147921852
id291,1.1298491021500414,13.51246506574582
id292,-2.057870519,15.623215086694698
id293,-5.992288955,7.393555203895926
id294,0.07810469464874714,3.4940197490136287
id295,-7.439385103,5.289697042083113
id296,-7.891301433,8.268095968554098
id297,-1.602558567,12.261132388057813
id298,-2.726870875,5.967817071092043
id299,-5.054987061,8.318592990403378
id300,2.2401376676261657,-7.216548639
id301,-4.287444185,7.547875929291525
id302,-10.07025958,13.907367765577716
id303,-1.825254115,7.204281636687575
id304,-0.525052768,8.26338490797675
id305,1.8259651591839203,-8.450839351
id306,2.9218748268545003,-2.35086516
id307,-2.499354362,10.208671376782139
id308,-6.38288029,11.619540597119856
id309,-4.211415828,6.537555156604063
id310,-6.637615059,8.79515461395479
id311,-7.525351781,4.479005016364616
id312,-2.061605632,10.533203289026718
id313,0.5203045703156908,-6.812924548
id314,-1.839840959,15.973729686920949
id315,6.523041810314908,-4.498131205
id316,-1.943476949,11.132789709639919
id317,-0.721509845,-8.601421357
id318,-0.75859024,8.683537518342165
id319,3.12733542071914,-8.860149457
id320,0.7989618948253412,8.69325576184905
id321,5.895116194197854,-10.19986785
id322,-11.10584815,7.773100614343469
id323,2.609299679772845,9.30143979873306
id324,-7.409592644,14.165682669738452
id325,-8.5393271,8.121423640728679
id326,-0.18670837,-5.808844785
id327,-1.880933521,9.010409863608565
id328,4.317069989452644,-5.29559834
id329,-2.433000497,5.284445762019885
id330,-2.486336759,8.100437886116964
id331,-7.569775437,5.0337110973426356
id332,-1.614383301,9.997444006657515
id333,-7.761494777,16.358668246117755
id334,0.13869974947732233,-6.789468712
id335,0.705480645131968,-11.05075607
id336,-3.18470592,11.383328472351845
id337,-1.318702433,-5.070600723
id338,-10.78656676,7.754839872806428
id339,-9.088252206,3.3344310132744956
id340,-1.975121562,9.680737494935663
id341,-13.13098263,7.40434849748764
id342,-1.110002382,-5.227818705
id343,-3.795801496,6.238727661924322
id344,-12.94471114,10.053388343722641
id345,3.838709167620581,8.203058733626088
id346,2.144091370038236,13.730822743421847
id347,-3.201444723,8.950813512237104
id348,-11.95231254,2.398521776951518
id349,-9.658182557,9.326225324969167
id350,3.5555740627152983,-8.003567287
id351,-13.55715751,5.8324791190154075
id352,5.084414873993376,-6.549574885
id353,-7.257138593,9.210359625744928
id354,-10.26881293,5.348490910296013
id355,-12.81037394,3.851252487925935
id356,-0.861369304,-7.424716887
id357,-0.891290881,9.329523197758395
id358,-8.265940097,7.901921727886643
id359,0.34092775291182686,-10.32387912
id360,-5.041531875,8.969504195304928
id361,-2.391909036,13.469695174538519
id362,-12.91983462,10.338412960260058
id363,-3.337838367,9.540462482024534
id364,-8.151473,9.995921753686549
id365,-2.380795474,11.195404022349454
id366,-5.860580573,11.296786678884072
id367,0.2533350168477875,-3.19448706
id368,3.6500220488162407,-7.610276596
id369,0.2601541892922177,-7.258515829
id370,-0.950325481,9.835916529131344
id371,0.7107585614520957,7.957256225484463
id372,2.031021852556788,8.736956289124546
id373,-4.168939907,11.932043414157413
id374,-6.54340858,5.408872690282946
id375,-6.112187024,8.707007861819683
id376,-2.8671186,-6.565009767
id377,-9.679274414,10.529431600787714
id378,-8.382004556,7.3507198110042795
id379,-10.82279407,7.696913419163166
id380,-5.970674312,7.680546396605161
id381,-3.374048595,6.367954819083324
id382,2.1140104009710345,-8.159991522
id383,-11.91367337,7.804923501830268
id384,-7.989522764,11.142791359145393
id385,-2.362925367,14.884278449324128
id386,2.576265028079102,-5.576388965
id387,0.22665759495059623,-9.055919956
id388,0.7412816559555349,-8.969894681
id389,2.645729854284565,-6.270534574
id390,-5.984666962,5.92519807015559
id391,-0.913567173,-9.618129449
id392,7.808578634258332,-6.149972786
id393,-3.941118684,11.015531732613253
id394,-4.819404717,2.482913596464318
id395,-3.843970376,5.496426062661031
id396,2.4631072686022386,-6.087178647
id397,-0.819515672,-6.6306128
id398,-7.317755518,6.771167261736802
id399,-10.70163647,5.624189846497753
id400,5.7886354773448865,-8.681226371
id401,-1.909140779,9.778171929141468
id402,3.7322737234236696,-6.481729828
id403,-13.72756502,8.109229803181293
id404,5.397441628865184,-9.768690895
id405,-4.763199488,5.109768974709643
id406,2.830207589947291,-8.960361899
id407,-0.958309338,-6.913306745
id408,-5.944961977,10.540016338992764
id409,-3.867492773,13.024771181692724
id410,-1.53582534,5.851488343391717
id411,-9.325019413,7.335025633241551
id412,2.59086312845649,-6.661299546
id413,4.30311907133967,-2.346267311
id414,-3.727685183,10.023837524896585
id415,-8.041336029,7.881250978148438
id416,-2.056406348,6.92488079064605
id417,3.4261567354487408,8.237475466655336
id418,-0.155256442,-3.795084111
id419,0.8575629983913542,-4.994419265
id420,-4.421689033,2.733342946742355
id421,-2.439970294,9.332699824541212
id422,-3.960472636,5.390814276572501
id423,-6.250505466,8.437434368692427
id424,-7.249173765,5.951650081961656
id425,-9.436769885,6.79019841722553
id426,-8.991298851,7.07629433450639
id427,-3.749120239,8.593998889135088
id428,-3.14272008,2.4087004301312582
id429,1.277191756913286,-5.296223904
id430,1.4358937960655365,-6.187643568
id431,-9.031371365,9.812975986442524
id432,6.874897864343349,-4.061231583
id433,-9.408047711,9.808347308302832
id434,-5.273590883,5.87590957507833
id435,-1.928457228,9.454738433329124
id436,-6.815537586,6.333157690655399
id437,-2.819528595,10.865138173067669
id438,-1.967045031,10.119577791482005
id439,-1.164141736,9.134171253906086
id440,5.0391825436166915,-3.986886227
id441,-13.49320309,7.604325829173234
id442,2.821955893487832,-8.494055568
id443,-6.471006586,3.830642149128324
id444,-0.422209075,9.755689589020749
id445,-0.082888073,10.869193669521984
id446,-0.07743364,-6.939696836
id447,-8.666213428,12.582705673153004
id448,-3.344815351,8.219668861921862
id449,-1.160200799,-6.00801633
id450,3.4633922704284057,13.622820523999653
id451,2.350345217134568,-7.174312353
id452,-8.590481908,5.21924305040368
id453,-4.551701221,12.78871440934738
id454,-10.48584465,3.162331077165648
id455,-1.117145521,8.488360731795707
id456,-3.620791519,7.945766272074633
id457,-8.713820779,9.664045439448579
id458,2.650606031056214,-6.119144892
id459,-14.33505979,10.622612071108
id460,3.9978929880935237,-7.421468477
id461,-0.548490319,-7.572917333
id462,-3.981106464,9.037515509525603
id463,-6.938520899,11.146783401715918
id464,4.747993673641572,-7.110623288
id465,-9.603742401,9.160018236256192
id466,2.518163210606075,-5.526108269
id467,4.429603343010175,-5.238725017
id468,-4.442260049,8.13731301526615
id469,-6.096697085,10.033325331837723
id470,-4.386461498,11.930657605640835
id471,0.8522191363060263,-1.854603968
id472,2.2769322124450206,-9.320565369
id473,-4.605166351,10.315947179533843
id474,-10.29024802,6.678321140838576
id475,-12.56242131,10.962474961722087
id476,-7.439076576,7.792369876533608
id477,-6.129976662,9.186099322780702
id478,6.334767617087436,-7.582176309
id479,0.6442773408330902,-9.115501973
id480,-8.217642924,3.259524498850074
id481,2.8033328068517482,-4.676668834
id482,-11.66998714,9.221469172261855
id483,0.20058540477896925,-8.155717322
id484,-8.200131395,9.726510859628819
id485,-0.351447058,7.023185675549373
id486,-2.253328417,7.932762926828288
id487,-1.340605095,-8.25643018
id488,-12.34309793,10.623983408494746
id489,-12.65656698,3.068186915561947
id490,2.678638202516799,-6.288582535
id491,-4.259487306,11.738448290739475
id492,-3.25709839,-3.347542049
id493,-10.9200908,6.965733573089259
id494,-10.69526487,7.200510625065282
id495,-2.780442344,7.79820421306742
id496,6.809934680024207,-6.705260069
id497,-3.083896552,10.584636161899995
id498,-5.441870583,6.43807602665945
id499,-0.9904862,-5.577206777
id500,-2.108007106,6.671216006113765
