id,feature_2
id186,4.864985930361317
id187,-5.61659891
id188,3.8733180408072685
id189,3.3045079620078592
id190,2.559366500155679
id191,-5.395292757
id192,-0.688224965
id193,8.22783270920323
id194,-6.350566896
id195,-5.82347193
id196,0.1145505237380613
id197,2.257610904337366
id198,-1.808537283
id199,-8.619288038
id200,-4.924653073
id201,-7.979081371
id202,-8.153097694
id203,-1.069000606
id204,6.273964489566411
id205,3.3652348924781643
id206,-6.086429756
id207,1.792024514753395
id208,1.7724822643945033
id209,0.47814584574058205
id210,0.6892489943692839
id211,0.6720425008672137
id212,3.6791148011623425
id213,-2.106562963
id214,-9.650753248
id215,0.20060506749969886
id216,-5.484380406
id217,-5.508338923
id218,3.048630270887305
id219,2.9200353675685338
id220,4.5625313433390415
id221,1.088725997323724
id222,-1.663292962
id223,-7.046078637
id224,-5.275283256
id225,0.21427086537337114
id226,-8.512838747
id227,1.2662199076642926
id228,-9.74677138
id229,5.499131453843032
id230,-3.502806738
id231,1.4336322834242954
id232,-5.557714752
id233,7.555635704320075
id234,3.9669135070246293
id235,3.769846120486004
id236,1.4888196883463043
id237,6.020191946185712
id238,2.470776111279665
id239,2.317830213369018
id240,-1.332106413
id241,6.446229036953294
id242,4.136115484577204
id243,-8.037148809
id244,1.571729383925958
id245,4.975951042798156
id246,-9.115941151
id247,3.0656266930653193
id248,6.8582715546355
id249,5.503673695950017
id250,-9.658642124
id251,7.864270157166537
id252,-5.890270404
id253,3.2123670371291686
id254,-1.71819765
id255,-5.003642459
id256,5.282897563678368
id257,-6.308668274
id258,5.06411331710815
id259,6.095868736188258
id260,4.161046776444869
id261,-6.499320809
id262,-4.234591976
id263,0.7747578202395999
id264,-4.342039364
id265,7.295882610915902
id266,6.0225620273293
id267,-6.862938956
id268,5.762555818428075
id269,5.364601328775959
id270,5.4483244698238416
id271,4.044612040561704
id272,1.2173393187160468
id273,5.348127382328494
id274,0.2602448073692183
id275,2.581671033799941
id276,-5.996402328
id277,-7.364983094
id278,-0.526465271
id279,-7.113694771
id280,7.949565845696134
id281,6.233171525176628
id282,2.022002363466442
id283,-1.441270435
id284,1.323379474197818
id285,1.5115619016095834
id286,4.193574902662938
id287,-1.300662598
id288,5.424533744903437
id289,-7.427999643
id290,-2.592820391
id291,6.50438196387911
id292,4.13276328705272
id293,1.4912279100880093
id294,5.541824897911672
id295,1.7688545942036753
id296,0.5396198987836005
id297,3.88160768138823
id298,-2.469544798
id299,0.6694868035270685
id300,-6.804632625
id301,4.146040771985681
id302,3.3516624426783226
id303,3.30842808067709
id304,2.627911544577289
id305,-5.37391657
id306,-7.086729056
id307,3.992307224380875
id308,-4.208557585
id309,6.21341279844507
id310,1.8124820976824871
id311,3.330787777119214
id312,0.8419288787626589
id313,-5.449877647
id314,0.6123648113400479
id315,-5.695876751
id316,5.076961366206779
id317,-10.01585675
id318,4.455851046748336
id319,-12.47093216
id320,3.4757169080917354
id321,-5.57450039
id322,3.2408350521262834
id323,8.51803597306053
id324,1.6572289489525107
id325,2.3498521400609214
id326,-4.632270309
id327,3.6777741313602874
id328,-6.660187541
id329,5.875987371437148
id330,6.262595667800867
id331,4.858037219584707
id332,6.343491537121316
id333,2.4620444261343097
id334,-6.011283653
id335,-10.20089697
id336,4.014572333541823
id337,-5.211457639
id338,3.29945770773497
id339,0.1212547353357416
id340,3.6364294428975352
id341,-5.238860757
id342,-12.12179884
id343,5.334836498084872
id344,4.280897391083685
id345,4.125212043489339
id346,8.717201789385452
id347,4.207291639485807
id348,3.7940969186590046
id349,-0.752581858
id350,-4.336356521
id351,6.899429740783999
id352,-5.976504501
id353,9.168316407890554
id354,0.44891998564746305
id355,0.5345416382448669
id356,-13.47713084
id357,-0.10356362
id358,2.4528278860378037
id359,-11.5250897
id360,-2.628819765
id361,6.115565383882572
id362,4.8769333468916045
id363,4.228471158706616
id364,2.250270919473631
id365,7.305375196472447
id366,5.400194262902625
id367,-7.76014228
id368,-8.052982168
id369,-8.639245967
id370,6.890450483516191
id371,5.29153591910412
id372,7.080651652430858
id373,8.692650230697389
id374,3.844573123771131
id375,4.451619699340293
id376,-4.308403067
id377,4.7416498429485445
id378,3.4249679449289667
id379,1.5092292784746504
id380,0.5779239644787335
id381,0.3210603756766601
id382,-3.881014395
id383,4.884199263494919
id384,2.170039221736748
id385,5.652317608154414
id386,-6.865583197
id387,-2.617574225
id388,-11.59207549
id389,-3.413214428
id390,5.195231876010125
id391,-6.134129977
id392,-4.631447165
id393,5.088065347294812
id394,7.015803042220359
id395,4.822370726161496
id396,-4.658452709
id397,-11.02949856
id398,-0.298056361
id399,6.14675945046618
id400,-5.558031339
id401,6.972370442854522
id402,-7.396312056
id403,1.5537077965870218
id404,-6.716939105
id405,9.64422159255344
id406,-12.40298864
id407,-5.903802349
id408,1.6084798564808573
id409,-0.917750096
id410,7.369859497122279
id411,4.072020619818668
id412,-5.12409317
id413,-8.523689987
id414,1.9114027429944254
id415,5.178524972056551
id416,10.17550764488379
id417,3.073568379506742
id418,-7.041778418
id419,-9.67579498
id420,0.0610736267589016
id421,3.736321737660658
id422,2.0235503974482496
id423,6.669744470972726
id424,-2.941352316
id425,4.4221919209485385
id426,4.461496098459559
id427,3.706380665286678
id428,1.815148553524387
id429,-10.7320922
id430,-2.719316848
id431,3.3455657643406083
id432,-7.999895792
id433,-0.248215221
id434,-3.618324602
id435,1.7584654070780639
id436,0.10352111794558683
id437,3.5087232553664283
id438,5.265488667662223
id439,7.662333696494265
id440,-3.93967183
id441,4.887745886626327
id442,-9.156869151
id443,5.077463420354638
id444,2.0453041449393963
id445,8.331525399802175
id446,-10.98077619
id447,3.5132929076583097
id448,5.434296417320898
id449,-10.40717084
id450,8.048467563607362
id451,-5.99010302
id452,5.567901121758087
id453,5.644965036345407
id454,4.322328884877666
id455,3.1529381998389456
id456,3.258264402860587
id457,2.4843259910885234
id458,-2.360419196
id459,1.3977754856535607
id460,-4.731825115
id461,-5.092203591
id462,4.988235320281262
id463,2.6778370654563126
id464,-9.922910599
id465,3.715254451676793
id466,-3.275817691
id467,-4.795591245
id468,5.185435667555842
id469,6.0325283685572755
id470,3.2073843237507367
id471,-2.455453542
id472,-9.111249192
id473,6.757576361190687
id474,1.6230872661434264
id475,4.040954823895287
id476,4.533241821772006
id477,5.620914522747016
id478,-5.817694303
id479,-8.590008348
id480,2.74332810665433
id481,-7.830713483
id482,4.001791266872852
id483,-3.97527506
id484,5.15761349181048
id485,4.911992911750902
id486,2.9919230801369068
id487,-9.44565869
id488,2.7663125918569813
id489,0.5287418220061053
id490,-9.537654572
id501,8.47482413835202
id502,-3.525857686
id503,3.9898773270432097
id504,3.2450099302410322
id505,5.158874489442401
id506,-8.479520912
id507,7.815192702667391
id508,-0.836598415
id509,-3.0792615
id510,8.133415593879032
