label,text
1,地理位置：正对长春火车站，优点：方便乘火车的朋友，缺点：感觉环境有点乱，物价较高，但周围各种饭店很多。房间：大小一般，被褥比较干净，离马路有点远，晚上比较安静。卫生间马桶和浴缸有点旧旧的感觉。隔音一般，走廊没有地毯。我们正对电梯，所以电梯停靠和人声比较嘈杂。含双早，种类比较丰富。服务：中规中矩，没什么特色，门童是女的。
0,"不知道该怎么评价了.这是一个能让11点后入住的所有客人洗冷水澡的酒店.打电话问客房,客房说,我可是告诉了前台没热水的.前台说，我又不清楚这个事,难道你要我来帮你烧水?忍着,洗冷水.但第二天下午办完事回来洗澡，又是冷水...回答是才停气了.我又只得洗冷水.另外，浴房奇小无比,站在里面洗澡手会不停的碰到水管或玻璃房,生痛.蓬头水压奇低,一股小水喷出来.当然这酒店也有闪光点，中层管理人员素质较高,出了问题,他们在积极解决,说话也通情达理.坏就坏在个别的一线服务上."
1,酒店就在西门长途汽车站对面，因此如果坐长途汽车过去，到西门站下，马路对面就是。大门实际在环城西路，不过指示牌很明显，因此在人民中路也可以看到。豪华标准房，房间挺大，我们住的1813，窗外有个公园。浴室很大，有分开的浴缸和淋浴房。隔音效果一般，空调有点闷热。早餐可以选的不多。人民中路上有一段步行街，基本都是连锁品牌，没有什么特别。有一家比较大的购物商场，楼上有个babyface酒吧，混合disco和nightclub于一体，喜力100元4瓶，有DJ，9点半后有女孩跳舞（还有一个跳钢管舞）不过非常业余，跳一首曲子就下去了。听说有几个公园去散步还不错。
1,时间安排紧张，在蔽龙阁匆匆住上一宿。但就在5月22日晚入住到23日中午退房之间发生的几件事情不得不提。5月22日由于在阳朔西街吃完东西比较晚了，汽车站里晃了一圈，发现去大榕树的车子都歇了。就在包车去蔽龙阁或者就地在阳朔西街住两个想法之间犹豫的时候，想到网友写过可以和酒店联系确定是否可以来接。抱着试试看的心理，我拨通了酒店的电话。在热情的问候之后，酒店提出解决方案，让老板亲自开车来街。约摸十分钟之后，一辆八成新的普桑停在了面前，闲话少说上车走人。一路上和老板神侃，得知老板自己住在西街，蔽龙阁是他本来想买下和家人同住共享天伦，然而他想把好东西拿出来和大家分享。老板本人也是建筑艺术设计专业出身，这也难怪有眼里买下蔽龙阁。到了酒店之后，果然有了和网友类似的感慨。一丿漂亮的民居，跨过门槛，抬头就见那一窝已经入睡的燕子。负责接待的苏小姐也就是刚才接我电话的那位，热情招待我们，迅速办完入住手续之后，叮嘱我一定要把常住地址写全，还说前几天有个客人过来住，没写地址，后来退房之后东西拉下了，没有办法寄给她。我心里想这个人可粗心，自己绝对不会犯同样的错误。可是后来的事情告诉我过于高估自己了，其实人都差不多。蛙声呱呱，泥土芬芳，一夜好梦。早晨醒来，又一次感慨自己的决策英明，选择这样一个好地方。顾不上洗漱，冲上屋顶平台。COOL，一幅阳朔山水画跃入眼帘；爽，如此惬意的人生。拿出相机，咔嚓咔嚓。本来想在平台上摆放的桌子上吃早餐，后来想太麻烦了。回房间整理洗漱之后，来到院落天井。苏小姐已经将一大碗热腾腾的米粉端到我的面前，还有色香味俱全的“爱爱耙”（用艾草汁浸制的糍粑）。那个酱菜也是值得一提，虽然我吃得不多。早餐之后，骑上苏小姐帮忙借来自行车，由她领着前往“大榕树”。（不过真的是不建议去那里，名不副实。）回到上海之后，发现自己犯了一个和前他人一样的错误--数码相机的充电器和电池拉在店里了。在和酒店通了电话，确认东西还在之后，李阿姨告知老板会帮忙把东西寄过来。后来和老板确认邮寄时间和费用的时候，老板风趣地说，就当广告费了，帮忙网上宣传一下吧。于是就有了我现在的留言。一家之言，谨供参考。
1,"很不错的酒店,服务和设施都中规中矩.好象宽带有点慢."
1,"适合一大家子外出居住,不过最好是有车.公寓的条件是很好的,确实令人满意."
0,酒店房间真不怎么样，但位置不错。如果有出行计划，一定要提前至少半小时结帐，前台结帐的速度真不敢恭维――我做了笔预授权完成竟然花了一个小时，只见收银员交头接耳嘀咕，好像是不怎么会用POS。
1,根据网评预定400一天标房，到店告知携程协议价只能住西北朝向房间，感到有点霉味，要求换房，换后还是西北向不过楼层高些，霉味小些；房间窗户、家具、卫生间都是旧款，不显档次，床很舒服；服务不错，感觉楼层比前台服务更好；酒店周围环境真好，有山有海，本人在后山散步时差点掉下悬崖，建议酒店及时将后山半截路加上标志和围挡，太危险了！夜间行走和小孩子玩耍更危险！
1,定了高级湖景房，前台给了最高的23层。房间非常舒服，而且早餐也很丰盛。只是看出去的白鹭洲公园景色一般。可能住标准客房更实惠些。
0,酒店离江门市中心很远，光打的士就要25元！酒店内的莱茵西餐厅服务非常差：喝的水有异味，点的三个菜有两个声称没有食材（鲜虾带子拼盘：女侍应说带子不新鲜不敢上；‘番茄炒牛肉’：女侍应说此牛肉没有，但生炒牛肉饭，牛扒却有），非要顾客改点其他较贵的菜式。什么此牛肉非彼牛肉，明摆着就是说谎！而且女侍应的态度绝对不敢恭维，取消时动作比我们还快，还要我们看脸色！客房：其中一张被子正面有破洞，翻过来还有破洞，并伴有污点！热水壶已坏，不能正常水沸断电。浴室一开始没有热水，工人整修一段时间后终于供应上，但水竟是锈黄色的，让我们放水好长时间才敢洗澡！又是一件让人心寒的事！晚上睡觉还有蚊子骚扰!为什么2005年开业的四星级酒店会有如此现象？？本来我们是要去休息一下的，没想到积了一肚子气！
0,"还是一个多月前住的了.印象很深刻.酒店外表看起来是很不错.里面还算一般了.给我印象深刻的是我第2天屁股就开始痒.害我赶快去看了医生.还好.没什么问题.可能是被子没洗干净.上面有细菌.肯定没消毒.被子不可能没换吧???建议大家以后还是住贵点的.不要贪便宜.也就一两百快的事情.象后来咱们去东莞住的海悦就非常好.500多一晚上.房间大.很新.环境也很好.服务员态度也很好。总之什么都很好.很满意.很值.相信深圳的海悦也不会差.我现在都不敢住3星4星的啦.哎,不放心啦."
1,非常一般，没啥竞争力~弄了个有电脑的商务大床房，呵呵，白白多交209元，和没打折一样~还是比较安静的~其他就很一般了，电视机狂小，估计21寸的，我都看不清电视里放啥~可怜啊~宾馆反馈2008年7月9日：目前我们已经向公司申请更换电视机。为了方便客人，我们增加了部分电脑房间，收费为：20元。
0,"5月2日入住标准间。其网站(,更别想有浴缸之类的设施。2.所谓的按四星级打造，床竟然用未油漆的木工板拼凑而成，大失所望。3.5月2日杭州气温最高31度，房间里中央空调出来的居然只有自然风，没有冷气。晚上只有不盖被子睡。4.早餐一般，想吃个煎蛋？抱歉，没有。补充点评2008年5月4日：其网站介绍是""一家按四星级打造的精致时尚型酒店"",严重名不符实。1.首先房间太不。是我住过的酒店里面最小的.两个人已经很拥挤。卫生间移门是坏的，更别想有浴缸之类的设施。"
0,帮朋友订的，反馈说不好！所以咯下次不再订这个酒店了！
1,酒店住宿环境不错，前台服务很热情，房间可以看到长江和葛洲坝，就是卫生间的淋浴设施不太好用，总体而言还是不错的地方！
1,这家号称四星级房间装修一般一般不过地段好得不行离海边也近占地面积很大房子的格调就像蓬莱阁一样的灰瓦白墙五一期间的价格300/晚可以接受就是有一个特别不满意的地方在前台付的现金押金最后退房时居然告知不能刷卡消费也就是说付押金的时候选择预授权就可以刷卡消费付押金的时候付现金就不能刷卡消费这实在不符合这个星级标准有够死板建议即将入住的朋友们注意这点
1,7月份入住的厦门宾馆，觉得非常好，前台的服务员非常有礼貌，我随口提了了一下其他住客免费升级一类的事，马上帮我免费从双人间升到大床房，房间超大，搞得靠在床上看电视觉的有点远，呵呵。而且那位服务员第二天见到还问候我“某某小姐，你好。”，超好记性，最后一天还帮我申请到晚退房。遗憾的是没有记住她的名字（好像叫周x秀），不然可以打电话去表扬表扬。房间设施也非常不错，我觉得还是算新的。而且酒店本身就有自己的花园可以散步，马路斜对面就是万石植物园（本人极力推荐在最后一天，要坐下午飞机的游客朋友，在上午花几个小时在里面，非常大而且打理很好的植物园）。酒店离热闹的步行街也是步行可至，门口有公车去机场，鼓浪屿，厦大等地，便利之极。下次去厦门一定还住这里。
1,前台藏的太靠里面，大床房很不错，服务也不错，只是浴室喷淋是固定的，最好再加一个可以拿在手里的小喷头。总体感觉还是满意的，可以作为常住酒店。
1,厦门首选无与伦比我已经住了４次，次次流恋忘返。
0,"餐厅的服务员态度不友好,免费提供的早餐有的在早上八点就没有供应了(蒸鸡蛋和炒米粉),小妹与服务员交涉两次未果,早餐供应时间是到上午九点结束的.希望该酒店应对早餐供应有所改善.对客房服务员要进行培训,当客人房门门锁上挂了""请勿打扰""的字样,希望不要再擅自进入客房,这是对客人的尊重."
0,"老四星，设备陈旧，不如一般的三星。要的大床房也成了标间。免费注册网站导航宾馆索引服务说明关于携程诚聘英才代理合作广告业务联系我们Copyright1999-2008,ctrip.com.allrightsreserved."
1,感觉不错，住了好几次了，交通比较方便。值得推荐。服务也可以，但是大厅可能不太起眼。
1,还不错，之前住过，出行比较方便，这次网上预定还送了早餐，很划算
1,酒店太旧了，价格偏高，所谓送的三餐没有什么优势可言，总要出门办事，不可能天天跑回酒店去吃中餐和晚餐
1,这家酒店!只要是住在不靠马路边的房间!都应该称之为不错了!特一赞的是好餐!很不错!糕点很丰富的!值得推荐!!!宾馆反馈2008年3月30日：感谢您的光临，对于您的特殊要求，您在订房的时候可以提出来，我们会在接受预订的时候就给你安排好符合您要求的房间，另外非常感谢您对早餐的评价，我们会继续努力的，真诚期待您的再次光临。PS我们靠马路的房间其实光线特别足，冬天的时候特别暖和哦！
1,可能是因为周围修路，所以人比较少，环境很好很安静我入住的是标间的大床房间暖风很充足，浴室比较好，很大，水温不错房间很干净，空间大，房高，床也很舒适，也没有骚扰电话唯一缺点就是电视太小。。
1,"来苏州好多次了，基本上都住在这家酒店。给我的感觉非常好，房间很干净，设施也很全，各种用品也很不错。而且前台的知道我的喜好，每次都安排的很好。入住过几次后每次都会有一些小礼品赠送，虽然价值不高，但是感觉非常温馨，上网网速也很快，比我上次在南京住的锦江之星要好太多了。下次来苏州这家酒店是首先。说了好的，再说不好的。就是Ctrip的商务客人基本上都被安排在东楼，房间里感觉有点暗，光线不是太好。但是很安静，不象主楼一样临街上。很适合我这种喜欢安静的人。宾馆反馈2008年8月8日：非常感谢您对我们服务的肯定,您的支持就是我们前进的动力.同时也非常感谢您对我们提出的意见,我们会对房间的灯光进行检查及维护.期待您的再次光临."
1,"房间还算敞亮,服务也符合三星级旧点水平。而且到五台山也只有2小时路程，价格比五台山那里便宜一半。很合算的酒店！"
1,房间还是一如既往的宽敞明亮，很舒适，在广州市中心能有这样大面积的客房很少，唯一不足是前台CHECKIN慢！
1,我经常入住这家酒店。这是我认为在绵阳性价比最好的酒店
1,"一家三口上周去了佘山度周末,森林宾馆环境不错,倚竹而居,恬静幽雅,但也有美中之不足,女儿退房前把手机遗忘在客房沙发靠垫下,回到上海才想起来,几番电话联系,都说没找到,但最后得知手机竟在酒店的垃圾桶里被发现,失而复得不甚喜悦。酒店善后服务也算不错,可手机如何长了腿自己跑到了垃圾桶内倒是蛮值得耐人寻味一番啊!"
1,宾馆总体给人感觉还不错，晚上睡觉很安静，院子里有宾馆放养的土鸡，还有两只秃了毛的孔雀。设施比较齐备。只不过510/1入住时前台的工作人员对于住客的饮食及旅游没有任何有用的建议，让人失望。第二天退房的时候，小姐的帮助就大了很多。早餐相较而言一般，种类很少，炒面和炒年糕味道还不错，不过不适合我这种早餐习惯清淡的人。
0,住了2天，受不了，好像地毯很不干净，床也不干净。后来搬到圣地（比香港酒店还新点），也就凑合吧。反正在济宁也别指望有什么酒店了，最后一天终于受不了，半夜赶到济南住CROWNEPLAZA了。
0,太差了是在没见过这样的4星级下车没有门童帮着拿行李房间没有冰箱没有小吧台没有保险柜洗手间的水是黄色的昨天晚上气温6度房间没有热风半夜被冻醒。实在不知道4星是怎么得来的，永远不会再去~！！
0,地点实在太偏僻，设施有点破旧，浴帘霉成那样竟然还在使用。想要借用电吹风，可服务员说没有，原来其他房间都有安装电吹风，就是我住的标房B没有。这样最起码的服务都没有，还不如人家街头小旅馆！补充点评2007年4月16日：前台服务实在不怎么样，我进酒店的时候一大群前台服务员不知道在讨论什么，愣是没人理我。再说那个早餐，实在难以下咽，路边的早点肯定比它好吃。
1,不错的酒店。每次去泉州都住的。早餐很丰盛。门口有大巴车站，交通方便。（但是大巴是中旅的，习惯很差，喜欢在市区兜来兜去到处接客，从一个站到另一个站，非常耽误时间。商务客人最好去中心站坐车）
0,很失望。不过也很正常，因为在北京这个价格就是这样的住宿条件。宾馆的建筑好像和商务楼连接在一起的，4部电梯用一道墙隔开，2部商务楼用，2部住宿用。房间毫无享受的感觉，也就住一天凑合。周边也没有什么餐饮和超市，不太方便。
1,"帮日本客人订的酒店,五星级这个价位算很便宜.至于环境和服务设施等应该很不错吧."
1,"通过携程定的豪华标间却很幸运的给我免费升级为最顶级的豪华套房,非常舒适.另外他们的商务标间非常不错是新装修的很喜欢,充满简洁现代的风格"
0,服务不好！服务意识非常烂。订的双早房间，结果早餐只给了1张，吃早餐时被告知自己去找前台，态度生硬，好像客人都是骗子似的。结果早餐非常简陋……酒店的导游100元一天。在景点时总是催促你快点……，总是带你去一些需要你花费的地方，比如烧香（烧高香）、算命、请护身符、开光……，动辄几百元、甚至几千元……（但是本人坚决不买！）
1,酒店还可以，就是冬天没有暖风，冻的不行。
1,"整体环境不错,离市区较远，出租车到火车站15快。我住南楼，298的价位跟房间环境比算贵。结账遇到很大麻烦，先说我用了付费饮料及食品。后来又说浴袍没了。通常大家住店都不会检查其是否存在。尤其是在四星酒店。"
1,环境安静，空气好，交通也还算方便，但是房间旧了点，早上自助餐一般
1,里阳澄湖渔家灯火较近，去就餐较方便。酒店早餐不是很丰富，房间设施尚可，标准房无矿泉水送。
1,房间还可以，就是地点稍微偏了些，好在蚌埠也不大。
1,"我在上海几天里住的最好的一个酒店,同为四星级,整体感觉是最有品质的,订房台给的是转角的2715房,非常舒服,儿子玩得非常高兴,但酒店的服务人员态度比较冷漠,对待内外宾还是有区别的,同样拦出租车,门僮居然对我说,请让我们的客人,我回头一看是一对外国人,同住这家酒店,难道我不是客人?出于礼貌我让了,但心里很不舒服,希望携程的价格能更低点,"
1,在庐山这样的名胜旅游区，这样的酒店已经不错。地点很好，特别是自驾游的旅客，上下山都很方便。只是好象节能有点过了头，走廊没开灯。携程说有扑克送也没有送给我们。补充点评2007年9月28日：对了，卫生条件一般。有电脑上网，这一点对我们这些年轻一点的旅游者来说是很好的事情，毕竟下一站的定房，路线查询都需要上网才能解决。
0,一个很破，很古老的酒店，估计即将被淘汰，设施设备很差。
1,周边环境不好，虽然在五环边上，但交通也不十分便捷，初次去，恐怕不太好找。不过酒店本身还不错，挺新的，停车也很方便。由于只住了一晚，就匆匆离开了，对服务什么的，没太深切的感受。总体感觉还不错。
0,"早餐不好,服务不到位,晚餐无西餐,早餐晚餐相同,房间条件不好,餐厅不分吸烟区.房间不分有无烟房."
0,隔音效果非常非常非常的差，睡在房间里象睡在马路边一样，路上声音听的清清楚楚。我还是看了携程上该酒店的点评，采纳网友意见预定了5楼以上的房间。结果还是非常的吵，到晚上12点还是睡不着，只好打开电视以掩盖马路上的车声。不知道几点睡着了，一大早就被车声吵醒，一看表，才早上4点！才4点啊，也就是说就算晚上12点我睡着了，也才睡了4个小时。头疼啊，白天还要工作啊，闭上眼睛努力睡，怎么样也睡不着啊，太吵了。坚持到5：30实在是受不了了，打电话给前台，问有没有安静点的房间可以换，现在不能换晚上换也可以，答曰：没有。盯着天花板熬到6：30，起床。在早餐厅灌了3杯咖啡后，马上去退房。本来是要住三天的，实在是受不了这个吵啊。真不明白这样差的条件怎么在携程上有4.0的评分。另：1.电视播放太复杂，不方便2.服务员服务意识不强，没有为客人着想、以解决问题为本的意识。体现在早餐券、开发票等问题上3、网线太短，大概就20厘米长吧，不能在床上上网4.电源接触不好，电脑电源连到插座上时火花噼里啪啦的冒，当时我想：因为电源问题损坏电脑不知道酒店赔不赔再次表示疑问：这样的酒店上怎么会有4、0的高分数，宾馆反馈2008年3月30日：首先感谢您的入住并提出宝贵的意见，由于房间的环境问题影响到您的休息为此我们深表歉意。对于您提出的一些问题，我们会酌情整改，另外酒店早餐是凭房卡用的，没有早餐券；我们客房中心随时都为一些有特殊要求的客人准备了较长的网线，如果有需要只要一个电话，马上送到房间。非常感谢您的宝贵意见，真诚期待您能再次光临，给我们一个能为您提供更好服务的机会。
1,"门童好像不错,其他不记得了晚上睡得还可以"
1,第五次为贵宾客户入住，值得推荐！服务没话说！
1,名气不错，隔音不错，大厅很气派。床不太舒服，太软了。不喜欢。服务态度也很不错，就是入住那天棉签是人家用过的，牙刷一用就断了，第二天，忘记给拖鞋了。
0,主要是办事便利才选择“霉园”宾馆房间有霉味耶三星宾馆可能是淮安标准没有服务连台灯都没有不过早餐是绝对绿色五谷杂粮品种也多
1,酒店的设施是很不错的，房间大，设施新，床和被子都是很新的。洗手间也是干、湿分离。服务员态度也是很好，出入都会打招呼。就是餐厅大堂中，适合2－3人吃饭的桌子太少了。还有就是房价在衢州应该属于偏高了。
1,首先非常不好找，我们在那个立交桥附近转了四、五圈，打了N个电话才终于到达了。房间是不错，空间很大，设施也比较新。可能是刚开业没多久得缘故吧。开始服务员的服务水平并不是特别高，搞checkin就等了20分钟。还有房间浴室全部是木质的，给人一种焕然一新的感觉。但是挂毛巾和衣服的设施太少了。餐厅的服务员的服务态度和精神可嘉。赞！
1,周末住了两天，确实不错，大堂相当有特色，门童都带着代表威尼斯风情的帽子，服务也很热情，让我回忆起了在威尼斯时的日子；前台放有（蛇果）苹果任住客品尝，我们就吃了几个，呵呵。客房就一般了，不大，卫生间也小，但总体感觉还行。早餐品种还算可以，坐在临窗的位置旁，还真有些许三亚的感觉，哈哈，不过这位置是非吸烟区的。晚上在酒店二楼的V吧玩的很开心，鬼妹好多，客人基本以老外为主，小圆桌最低消费400元，啤酒50元一支，消费还可，不过周末需要50元门票费，提醒最好早点过去，不然没位置！酒店也是洲际集团管理的，我还获得了积分，赞下。入住送了国盘与可爱的小熊，再赞下！
1,挺不错的酒店，每次去盐城都住在这里，价格便宜量又足！
0,入住时间：2008.5.14地理位置：离景点比较近，离高速公路也比较近，地理位置很好服务态度：很一般饭店环境：完全不符合其星级的标准，前台大厅尚可，进去后脏乱差客房环境：地板陈旧，家具破损，卫浴设备不能正常工作等等服务态度：很一般，不热心，散漫早餐情况：很差，大杂烩，没有自助，不是咸菜就是泡菜，不是馒头就是变味的包子周围环境：晚上很吵闹，不是有服务员，客人的大叫声
1,酒店不错，餐厅东西挺好吃的。交通也很方便，附近还有广场和大商场
1,"虽身处繁华地区,但房价非常经济.卫生.服务都不错,中央空调.24小时热水.如果下次来一定住此,真好!!!!!!!!!!!"
1,在市中心，逛街吃饭都挺方便。服务不错，标间设施略旧。
0,我是5/2日入住的该酒店的大床间，优点：酒店周围比较安静，周边环境还可以。缺点：1）酒店比较偏僻，离市区和景点都有相当的距离。去哪儿都不方便，除了在园区上班的。2）酒店服务质量非常一般，前台阿门童阿都是冷冰冰的。3）房间比较小，设施一般，只有淋浴没有浴缸，而且淋浴房的角落非常脏，都生青苔了。4）酒店很多方面不够人性化，比如卫生间没有备用手纸，房间内拖鞋，发梳等东西只放了一套，如果入住两个人的话需要打电话再要一套。5）最不满意的就是酒店的空调和相关服务了，入住的时候我被安排入住2211房间，入住时大概是7点多，房内温度26，入住后大约半小时，温度升为27，以为是自己空调操作有误，翻阅酒店相关服务手册，未发现如何使用。（个人感觉是这个房间的空调有问题，因为空调就两个控制开关，一个控制风速，一个控制制冷/热。）打电话给客房中心，说让服务员来看一下。服务员来后，给我查看及设置了一下，并说我原来的设置没什么问题，问其为何温度降不下来，答曰酒店的中央空调降温比较慢。让我等等，如果不降温再联系客房中心。大约半小时之后，房内温度升至28，为了确认是空调的问题，我就把空调关了，大约半小时之后，温度降至26度。（看来空调是在升温而不是降温）但还是热的受不了，再次联系客房服务反映问题，答曰：你开窗试试。（既然只能开窗降温，要空调何用，残念）我再问：开窗之后呢？既不情愿地答曰：我找技术人员来看看。按照九点指示开窗，温度很快降到26，大约9点半，技术人员来了，不做任何询问，就用个吸尘器吸了下空调的吸风口。问其是否是空调的问题，答曰：应该是吸风口灰太多，空气不能流通的原因，在等一会温度就会下来的。（就算是灰尘的问题，也应该在日常维护中预防，而不是等客人来了反应，而且后来事实证明应该不是这个问题造成空调不能制冷只能制热）。“技术人员”走后大约1小时，温度再次上升至27度（“看来弄一下吸风口还是能稍微减缓一点升温的速度”）。在次联系客房服务，答曰：我们让“技术人员”来看一下。几分钟之后，刚才的技术人员又来了，他先把出风口也弄了一下，然后在他的要求下，把房间内的灯都关了，说是灯的发热量大，温度打不下来。（真是荒谬的可以）“技术人员”走后半小时，温度还是保持在27度，没有任何降低的迹象，再次联系酒店，酒店才极不情愿的给我换了个房间，这个时候已经是11点半。6）还有很多其他小缺点就不一一列举了。总结：酒店的“技术人员”水平很低，酒店缺乏日常维护，服务人员缺乏应有的职业素质。一个人的问题可能还是个人问题，但整个酒店的各方个面都有问题，就应该是管理层的问题了。强烈不推荐该酒店。
0,这家宾馆房间、服务都非常差，前台接待人员像和人有仇一样，一点笑容都没有，早餐说是到9点钟，可8点中去饭已经是冰凉的，问服务人员有没有热的，人家却是一幅爱吃不吃的样子，让我们很不舒服。房间还有一股发霉的味道。真不知道携程为什麽会和这家合作，再也不住这家，劝大家也不要去。
0,其实住美卡不是第一次，这次算我最失望的一次！一直以来我比较喜欢这个酒店，最近我觉得很差很差．这次住的是豪华房．我真是不知道豪华房是这样的．感觉里面布置真是一个字＂差＂！等我洗澡的时候发现排水是根本就不能排水！满池子都是水，我洗一会出来一会，等着水排完在进去洗，那叫一个痛苦，当时快１２点了，我真不知道是叫人修还是不叫人修理！早晨更加生气，不到９点，一个服务员有敲门有按门铃，结果来了句洗衣服，我说不洗，不到一个小时以后有来一个服务员同样的敲门按门铃，然后来句要打扫房间吗？气的我当时起来，叫了他们经理，他们经理的解释就是，我没有把免打扰的牌子挂出去，我当时晕过去！错误还是怪我了！我没有听过这样的解释．最后他们经理准备送一个杯子给我，我当时就不要，我不知道他们酒店懂不懂中国的传统，送杯子在中国是送悲的意思！然后等他们修水道的修好洗澡走人，我发誓在也不来这个酒店了！还有就是他们的什么牙膏这些东西，简直和以前不能比，差的要命！我真是不知道搞什么，而且他们每个房间用的东西还不一样！真是差加失望！
1,大堂宽大豪华，服务有水准，装修一般，因为是十几年以前的建筑（92年邓公南巡后菲籍华侨郑周敏投建，滥尾至近年才投入使用），标间不够宽大，所以两张床要挤在一起。所配Hisense冰霜有嗡嗡声，对我来说有影响。我们家里的冰箱都是制冷的时候才有响声，为什么这台冰箱总在嗡？南侧紧邻西苑公园，早上有早锻炼的音乐，所以有睡懒觉习惯的人别选南侧房间。
1,房间环境还行，还有液晶电脑，晚上还有水果，就是周围购物要走点路，整体还行
1,酒店不错房间很大外面是条单行线车不多比较安静交通方便缺点就是：早餐太差非常差比最差的招待所都差千万不要在酒店吃早上出门向左转200米有个早餐摊还不错
0,08.3.15及08.3.16住了2天，环境不错的，房间也大，周围环境也安静，晚上不会很吵。但服务比较差。我们住的房间门锁坏了，房卡打不开们，去大堂换了4、5次来回跑，都说弄好了，每次都进不去，到晚上才答应帮我们换了房间，我们说出去回来再搬，305的房卡都给了。结果回来以后却说房间已经给别人了。找了经理，换301是最旁边靠马路的，床头还有窗，不要，竟然要我们住C区，那幢楼整楼都没有人住。经理就一句话，没有空房间，要么就住301，要么就去C区住空楼。搞到凌晨12点，一点诚意都没有，最后商量第二天去305。以后绝对不会再住了，阳朔遍地都是客栈。
1,还不错，就是比较难找，因为长宁路太长了。打车的话，司机一般也找不到，浪费了很多时间。
1,经常入住的酒店，服务和设施都很理想，还会再去
1,这个宾馆比较陈旧了，特价的房间也很一般。总体来说一般
1,酒店旁边的那条湖滨中路景色特别的美，出差一般选择这里住，如果酒店能考虑再次装修会更好。
